text,font_size,bold,italic,y_position,page_number,label,lang
This is an example sentence in English about a certain topic.,10.2,0,0,102.15,27,Other,en
11.6 Unterabschnitt,17.39,0,0,65.17,32,H2,de
2.7 Unterabschnitt,17.43,0,1,549.09,2,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.73,0,1,580.45,5,Other,de
This is an example sentence in English about a certain topic.,13.2,0,1,483.03,32,Other,en
This is an example sentence in English about a certain topic.,13.3,0,1,725.02,19,Other,en
15.15.9 Sección anidada,12.43,0,0,304.65,14,H3,es
14.3.10 Nested Section,12.59,0,0,523.47,24,H3,en
17.7.12 Verschachtelter Abschnitt,14.9,1,0,797.67,2,H3,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.19,0,1,501.87,37,Other,de
18. Major Section,18.1,1,1,167.77,24,H1,en
6.11.1 Nested Section,13.89,1,1,338.86,15,H3,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.89,1,1,420.37,15,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,12.58,1,1,184.09,12,Other,es
This is an example sentence in English about a certain topic.,12.51,0,0,407.6,8,Other,en
5.9.5 Verschachtelter Abschnitt,14.2,0,0,92.96,10,H3,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.11,0,1,421.21,32,Other,es
3.4.2 Verschachtelter Abschnitt,15.99,0,0,468.7,20,H3,de
This is an example sentence in English about a certain topic.,11.99,0,0,420.57,37,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.92,1,0,598.46,24,Other,hi
13. Section principale,17.22,1,0,201.6,7,H1,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.69,0,0,427.52,26,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.36,0,1,548.69,17,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.03,0,0,478.4,3,Other,de
13. Hauptabschnitt,18.78,1,0,471.78,36,H1,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.9,1,1,429.73,28,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.08,0,0,725.26,15,Other,de
9.2 Subsección,15.93,0,0,541.69,6,H2,es
Kapitel 18: Einführung in etwas,25.25,1,0,271.52,4,Title,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.18,0,0,341.44,2,Other,fr
This is an example sentence in English about a certain topic.,12.29,1,0,242.48,17,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.41,1,0,141.09,5,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.16,1,1,328.32,5,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.89,0,0,534.04,4,Other,de
15.14 Unterabschnitt,14.61,0,0,539.93,31,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.04,1,1,257.62,32,Other,hi
20.4 Subsection,17.28,1,0,707.93,28,H2,en
19.1 Unterabschnitt,14.61,1,1,502.11,6,H2,de
This is an example sentence in English about a certain topic.,13.92,1,0,645.46,0,Other,en
This is an example sentence in English about a certain topic.,12.49,0,1,576.23,13,Other,en
2.13 उप अनुभाग,14.38,1,0,382.72,4,H2,hi
This is an example sentence in English about a certain topic.,11.15,0,0,763.38,36,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13,1,1,634.09,27,Other,fr
This is an example sentence in English about a certain topic.,10.71,0,1,231.21,26,Other,en
4.6 Sous-section,14.1,1,0,119.02,2,H2,fr
8.8.11 Sección anidada,12.72,1,0,617.09,11,H3,es
Esta es una frase de ejemplo en español sobre un tema determinado.,11.81,0,1,673.57,35,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.92,0,1,131.91,24,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.42,0,1,273.89,28,Other,es
8.7 Sous-section,17.48,1,0,226.47,15,H2,fr
12.10.10 Section imbriquée,12.63,1,0,271.18,9,H3,fr
2. Sección principal,18.84,1,1,389.05,23,H1,es
Esta es una frase de ejemplo en español sobre un tema determinado.,11.23,0,0,694.65,38,Other,es
12.15 Unterabschnitt,15.84,0,0,361.18,20,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.48,0,0,760.08,21,Other,hi
10. Section principale,17.64,0,1,495.97,13,H1,fr
This is an example sentence in English about a certain topic.,13.23,0,1,78.62,27,Other,en
14.10.4 Section imbriquée,15.77,0,0,434.65,16,H3,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.18,0,1,289.03,10,Other,es
14.14 Subsection,16.63,1,0,647.12,26,H2,en
Chapter 18: Introduction to Something,22.29,1,0,698.39,19,Title,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.05,1,0,169.7,29,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.57,1,0,234.66,40,Other,hi
12. Hauptabschnitt,18.42,1,0,769.7,25,H1,de
4.14.7 Section imbriquée,15.72,0,1,554.53,11,H3,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.22,1,1,120.05,16,Other,de
10. मुख्य अनुभाग,17.75,1,1,402,26,H1,hi
14.8 Unterabschnitt,16.45,0,0,577.97,30,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.55,0,1,118.7,38,Other,de
9.8 Subsección,16.82,1,0,670.82,20,H2,es
11.14 Subsección,17.75,1,1,513.23,30,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.22,0,1,754.45,15,Other,hi
This is an example sentence in English about a certain topic.,13.6,1,1,392.25,27,Other,en
This is an example sentence in English about a certain topic.,10.86,0,0,294.41,22,Other,en
6. मुख्य अनुभाग,18,1,1,58.78,33,H1,hi
Capítulo 1: Introducción a algo,22.08,1,0,488.26,16,Title,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.91,1,0,607.17,35,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.69,0,0,457.77,3,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.96,1,0,64.84,28,Other,hi
10. Hauptabschnitt,19.55,1,1,601.07,25,H1,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.88,0,0,111.86,39,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.17,0,1,285.4,40,Other,fr
12.8 Subsección,15.78,1,1,206.13,30,H2,es
14.15 Unterabschnitt,14.92,1,0,727.34,39,H2,de
This is an example sentence in English about a certain topic.,10.78,1,0,636.89,15,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.27,0,1,567.52,9,Other,fr
3.13.8 Section imbriquée,15.11,0,0,773.89,5,H3,fr
4.2.9 Section imbriquée,12.05,0,0,531.86,0,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.11,0,0,519.03,12,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.67,0,1,482.83,30,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.78,1,1,194.73,4,Other,fr
1.13.11 Verschachtelter Abschnitt,13.08,1,1,357.96,29,H3,de
13.12.3 Verschachtelter Abschnitt,12.07,1,0,137.26,29,H3,de
This is an example sentence in English about a certain topic.,12.42,0,0,314.87,31,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.95,0,0,203.16,14,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.75,1,0,678.26,40,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,12.39,1,0,466.3,24,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.65,1,0,317.68,16,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,10.12,0,0,593.85,0,Other,es
This is an example sentence in English about a certain topic.,13.35,1,0,365.88,22,Other,en
Chapter 13: Introduction to Something,22.19,1,0,432.88,26,Title,en
Esta es una frase de ejemplo en español sobre un tema determinado.,13.11,0,0,726.71,39,Other,es
11. Major Section,16.16,0,0,55.97,17,H1,en
4. मुख्य अनुभाग,18.67,0,0,520.83,17,H1,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.46,0,0,264.98,20,Other,de
5. Section principale,16.49,1,1,212.84,15,H1,fr
8. Major Section,18.32,1,0,415.3,22,H1,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.08,1,0,684.42,5,Other,hi
17.4 Subsection,16.75,0,0,444.22,5,H2,en
17.4 उप अनुभाग,16.81,1,0,286.8,1,H2,hi
7.10.5 Sección anidada,15.08,0,0,74.16,35,H3,es
4.6 Sous-section,15.89,1,0,252.29,31,H2,fr
16. मुख्य अनुभाग,18.14,1,0,230.25,22,H1,hi
19. Major Section,19.68,1,0,554.68,20,H1,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.97,0,0,236.32,21,Other,fr
14.10.12 नेस्टेड अनुभाग,12.78,0,1,498.54,4,H3,hi
16.9.7 Nested Section,12.44,0,0,114.4,34,H3,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.78,1,0,92.31,14,Other,hi
This is an example sentence in English about a certain topic.,10.83,1,1,629.94,6,Other,en
9. Hauptabschnitt,17.68,1,0,114.31,29,H1,de
Capítulo 10: Introducción a algo,23.34,1,1,476.53,39,Title,es
11. Sección principal,19.76,1,1,462.77,28,H1,es
This is an example sentence in English about a certain topic.,12.78,0,0,309.45,35,Other,en
8.13 Sous-section,14.13,1,1,252.36,4,H2,fr
2.14.2 Sección anidada,13.24,1,0,535.97,19,H3,es
18.5 Subsection,15.64,1,1,378.28,20,H2,en
6. मुख्य अनुभाग,17.23,1,1,62.83,14,H1,hi
13. Sección principal,19.99,1,0,616.58,13,H1,es
11. Section principale,19.7,1,1,163.82,25,H1,fr
16.3 Sous-section,16.23,0,0,186.13,14,H2,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.3,0,1,620.12,39,Other,fr
20. Hauptabschnitt,18.79,1,0,444.25,9,H1,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.89,0,0,179.2,12,Other,es
12.10.6 Section imbriquée,14.62,0,0,766.48,23,H3,fr
9.4 Subsección,16.39,0,1,294.23,31,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.05,1,0,310.49,14,Other,fr
1. Sección principal,17.7,0,0,501.27,0,H1,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.54,1,1,404,2,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.95,0,0,169.99,33,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.17,0,1,260.46,20,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.9,1,1,697.07,18,Other,hi
This is an example sentence in English about a certain topic.,13.84,1,0,442.54,4,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.16,0,1,722.23,18,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.3,0,0,319.92,11,Other,es
This is an example sentence in English about a certain topic.,12.35,0,0,778.18,1,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.48,0,0,308.53,27,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.44,1,1,521.11,31,Other,hi
Kapitel 6: Einführung in etwas,23.53,1,0,790.63,0,Title,de
19.15 Subsección,17.07,1,0,161.97,11,H2,es
13. मुख्य अनुभाग,17.58,1,0,629.48,11,H1,hi
16.2 Unterabschnitt,14.97,1,1,160.78,7,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.26,0,0,229.49,33,Other,de
17.1.12 Nested Section,12.13,0,1,494.27,12,H3,en
8. Major Section,18.79,0,0,132.68,34,H1,en
This is an example sentence in English about a certain topic.,11.36,1,0,181.26,0,Other,en
9.14.8 नेस्टेड अनुभाग,12.17,0,1,317.83,24,H3,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.04,0,0,95.04,32,Other,fr
17. Section principale,19.55,0,0,253.7,18,H1,fr
10.4 Subsección,17.87,1,0,487.54,7,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.48,0,0,705.22,7,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.04,0,1,787.51,3,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.32,0,0,289.58,38,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.07,0,1,414.07,23,Other,es
This is an example sentence in English about a certain topic.,11.62,0,1,169.27,19,Other,en
8.13.4 Nested Section,12.94,1,0,378.22,36,H3,en
20.8 Subsection,15.3,1,0,667.12,8,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.46,1,1,756.76,18,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.25,1,0,296.21,2,Other,de
10.3 Sous-section,17.72,1,0,742.42,29,H2,fr
अध्याय 15: किसी विषय का परिचय,24,1,1,408.34,23,Title,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.72,1,0,591.98,27,Other,fr
19.11 उप अनुभाग,16.08,1,1,139.17,34,H2,hi
16. Section principale,19.13,1,0,183.96,21,H1,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.48,1,1,547.56,5,Other,fr
14. Sección principal,17.98,1,0,181.29,37,H1,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.88,1,0,405.02,15,Other,de
11.9 Unterabschnitt,14.12,1,0,243.15,29,H2,de
12.13 Subsection,17.21,1,0,643.55,34,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.22,1,1,395.62,28,Other,de
16.7.7 नेस्टेड अनुभाग,15.45,1,1,724.08,34,H3,hi
13. Section principale,18.21,1,1,717.04,13,H1,fr
12.1 उप अनुभाग,14.01,0,0,524.22,38,H2,hi
11. Hauptabschnitt,16.15,1,0,96.19,19,H1,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.95,0,0,89.1,22,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.36,0,0,634.64,32,Other,de
13. Section principale,19.98,0,1,371.77,22,H1,fr
6.7 उप अनुभाग,17.9,1,0,766.18,1,H2,hi
10.14 उप अनुभाग,15.95,0,0,718.08,17,H2,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.72,1,0,174.08,28,Other,hi
8. Hauptabschnitt,16.19,0,0,511.35,14,H1,de
This is an example sentence in English about a certain topic.,13.36,1,0,579.16,10,Other,en
15.6.12 Verschachtelter Abschnitt,14.51,0,1,256.66,33,H3,de
11. Section principale,16.02,1,0,526.44,14,H1,fr
19.15.9 Verschachtelter Abschnitt,12.47,1,0,249.31,38,H3,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.92,0,0,696.08,5,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,12.61,0,0,73.32,14,Other,fr
13. Sección principal,19.98,1,0,782.58,23,H1,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.81,1,1,467.64,6,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.47,0,0,54.56,0,Other,es
3.11 Unterabschnitt,15.81,1,1,115.86,15,H2,de
11.8.12 Nested Section,15.45,1,0,675.17,26,H3,en
8. मुख्य अनुभाग,19.81,1,0,718.68,11,H1,hi
17.5.10 Section imbriquée,12.73,0,1,385.23,26,H3,fr
Chapitre 13 : Introduction à quelque chose,24.95,1,1,434.12,29,Title,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.74,0,0,533.13,27,Other,fr
8.3 Sous-section,15.23,1,0,709.85,24,H2,fr
अध्याय 8: किसी विषय का परिचय,20.73,1,0,638.53,36,Title,hi
3.8 Unterabschnitt,16.95,0,0,458.27,27,H2,de
10. मुख्य अनुभाग,19.7,0,0,51.46,26,H1,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.29,1,0,297.47,32,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.16,1,1,259.83,6,Other,hi
